universe,config,date,asset,weight
RICH,MA200开+regime开,2012-10-25,国债ETF,1.0
RICH,MA200开+regime开,2012-10-26,国债ETF,1.0
RICH,MA200开+regime开,2012-10-29,国债ETF,1.0
RICH,MA200开+regime开,2012-10-30,国债ETF,1.0
RICH,MA200开+regime开,2012-10-31,国债ETF,1.0
RICH,MA200开+regime开,2012-11-01,国债ETF,1.0
RICH,MA200开+regime开,2012-11-02,国债ETF,1.0
RICH,MA200开+regime开,2012-11-05,国债ETF,1.0
RICH,MA200开+regime开,2012-11-06,国债ETF,1.0
RICH,MA200开+regime开,2012-11-07,国债ETF,1.0
RICH,MA200开+regime开,2012-11-08,国债ETF,1.0
RICH,MA200开+regime开,2012-11-09,国债ETF,1.0
RICH,MA200开+regime开,2012-11-12,国债ETF,1.0
RICH,MA200开+regime开,2012-11-13,国债ETF,1.0
RICH,MA200开+regime开,2012-11-14,国债ETF,1.0
RICH,MA200开+regime开,2012-11-15,国债ETF,1.0
RICH,MA200开+regime开,2012-11-16,国债ETF,1.0
RICH,MA200开+regime开,2012-11-19,国债ETF,1.0
RICH,MA200开+regime开,2012-11-20,国债ETF,1.0
RICH,MA200开+regime开,2012-11-21,国债ETF,1.0
RICH,MA200开+regime开,2012-11-22,国债ETF,1.0
RICH,MA200开+regime开,2012-11-23,国债ETF,1.0
RICH,MA200开+regime开,2012-11-26,国债ETF,1.0
RICH,MA200开+regime开,2012-11-27,国债ETF,1.0
RICH,MA200开+regime开,2012-11-28,国债ETF,1.0
RICH,MA200开+regime开,2012-11-29,国债ETF,1.0
RICH,MA200开+regime开,2012-11-30,国债ETF,1.0
RICH,MA200开+regime开,2012-12-03,国债ETF,1.0
RICH,MA200开+regime开,2012-12-04,国债ETF,1.0
RICH,MA200开+regime开,2012-12-05,国债ETF,1.0
RICH,MA200开+regime开,2012-12-06,国债ETF,1.0
RICH,MA200开+regime开,2012-12-07,国债ETF,1.0
RICH,MA200开+regime开,2012-12-10,国债ETF,1.0
RICH,MA200开+regime开,2012-12-11,国债ETF,1.0
RICH,MA200开+regime开,2012-12-12,国债ETF,1.0
RICH,MA200开+regime开,2012-12-13,国债ETF,1.0
RICH,MA200开+regime开,2012-12-14,红利ETF,1.0
RICH,MA200开+regime开,2012-12-17,红利ETF,1.0
RICH,MA200开+regime开,2012-12-18,货币ETF,1.0
RICH,MA200开+regime开,2012-12-19,货币ETF,1.0
RICH,MA200开+regime开,2012-12-20,红利ETF,1.0
RICH,MA200开+regime开,2012-12-21,货币ETF,1.0
RICH,MA200开+regime开,2012-12-24,货币ETF,1.0
RICH,MA200开+regime开,2012-12-25,沪深300,1.0
RICH,MA200开+regime开,2012-12-26,创业板指,1.0
RICH,MA200开+regime开,2012-12-27,沪深300,1.0
RICH,MA200开+regime开,2012-12-28,创业板指,1.0
RICH,MA200开+regime开,2012-12-31,创业板指,1.0
RICH,MA200开+regime开,2013-01-04,沪深300,1.0
RICH,MA200开+regime开,2013-01-07,创业板指,1.0
RICH,MA200开+regime开,2013-01-08,创业板指,1.0
RICH,MA200开+regime开,2013-01-09,创业板指,1.0
RICH,MA200开+regime开,2013-01-10,创业板指,1.0
RICH,MA200开+regime开,2013-01-11,创业板指,1.0
RICH,MA200开+regime开,2013-01-14,创业板指,1.0
RICH,MA200开+regime开,2013-01-15,创业板指,1.0
RICH,MA200开+regime开,2013-01-16,创业板指,1.0
RICH,MA200开+regime开,2013-01-17,创业板指,1.0
RICH,MA200开+regime开,2013-01-18,创业板指,1.0
RICH,MA200开+regime开,2013-01-21,创业板指,1.0
RICH,MA200开+regime开,2013-01-22,创业板指,1.0
RICH,MA200开+regime开,2013-01-23,创业板指,1.0
RICH,MA200开+regime开,2013-01-24,创业板指,1.0
RICH,MA200开+regime开,2013-01-25,创业板指,1.0
RICH,MA200开+regime开,2013-01-28,创业板指,1.0
RICH,MA200开+regime开,2013-01-29,创业板指,1.0
RICH,MA200开+regime开,2013-01-30,红利ETF,1.0
RICH,MA200开+regime开,2013-01-31,红利ETF,1.0
RICH,MA200开+regime开,2013-02-01,红利ETF,1.0
RICH,MA200开+regime开,2013-02-04,红利ETF,1.0
RICH,MA200开+regime开,2013-02-05,红利ETF,1.0
RICH,MA200开+regime开,2013-02-06,红利ETF,1.0
RICH,MA200开+regime开,2013-02-07,红利ETF,1.0
RICH,MA200开+regime开,2013-02-08,红利ETF,1.0
RICH,MA200开+regime开,2013-02-18,创业板指,1.0
RICH,MA200开+regime开,2013-02-19,红利ETF,1.0
RICH,MA200开+regime开,2013-02-20,创业板指,1.0
RICH,MA200开+regime开,2013-02-21,创业板指,1.0
RICH,MA200开+regime开,2013-02-22,创业板指,1.0
RICH,MA200开+regime开,2013-02-25,创业板指,1.0
RICH,MA200开+regime开,2013-02-26,创业板指,1.0
RICH,MA200开+regime开,2013-02-27,创业板指,1.0
RICH,MA200开+regime开,2013-02-28,创业板指,1.0
RICH,MA200开+regime开,2013-03-01,创业板指,1.0
RICH,MA200开+regime开,2013-03-04,创业板指,1.0
RICH,MA200开+regime开,2013-03-05,创业板指,1.0
RICH,MA200开+regime开,2013-03-06,创业板指,1.0
RICH,MA200开+regime开,2013-03-07,创业板指,1.0
RICH,MA200开+regime开,2013-03-08,创业板指,1.0
RICH,MA200开+regime开,2013-03-11,创业板指,1.0
RICH,MA200开+regime开,2013-03-12,创业板指,1.0
RICH,MA200开+regime开,2013-03-13,创业板指,1.0
RICH,MA200开+regime开,2013-03-14,创业板指,1.0
RICH,MA200开+regime开,2013-03-15,创业板指,1.0
RICH,MA200开+regime开,2013-03-18,创业板指,1.0
RICH,MA200开+regime开,2013-03-19,创业板指,1.0
RICH,MA200开+regime开,2013-03-20,创业板指,1.0
RICH,MA200开+regime开,2013-03-21,创业板指,1.0
RICH,MA200开+regime开,2013-03-22,创业板指,1.0
RICH,MA200开+regime开,2013-03-25,创业板指,1.0
RICH,MA200开+regime开,2013-03-26,创业板指,1.0
RICH,MA200开+regime开,2013-03-27,创业板指,1.0
RICH,MA200开+regime开,2013-03-28,创业板指,1.0
RICH,MA200开+regime开,2013-03-29,创业板指,1.0
RICH,MA200开+regime开,2013-04-01,创业板指,1.0
RICH,MA200开+regime开,2013-04-02,消费ETF,1.0
RICH,MA200开+regime开,2013-04-03,上证综指,1.0
RICH,MA200开+regime开,2013-04-08,创业板指,1.0
RICH,MA200开+regime开,2013-04-09,创业板指,1.0
RICH,MA200开+regime开,2013-04-10,创业板指,1.0
RICH,MA200开+regime开,2013-04-11,创业板指,1.0
RICH,MA200开+regime开,2013-04-12,创业板指,1.0
RICH,MA200开+regime开,2013-04-15,国债ETF,1.0
RICH,MA200开+regime开,2013-04-16,创业板指,1.0
RICH,MA200开+regime开,2013-04-17,创业板指,1.0
RICH,MA200开+regime开,2013-04-18,创业板指,1.0
RICH,MA200开+regime开,2013-04-19,创业板指,1.0
RICH,MA200开+regime开,2013-04-22,创业板指,1.0
RICH,MA200开+regime开,2013-04-23,国债ETF,1.0
RICH,MA200开+regime开,2013-04-24,创业板指,1.0
RICH,MA200开+regime开,2013-04-25,创业板指,1.0
RICH,MA200开+regime开,2013-04-26,国债ETF,1.0
RICH,MA200开+regime开,2013-05-02,国债ETF,1.0
RICH,MA200开+regime开,2013-05-03,创业板指,1.0
RICH,MA200开+regime开,2013-05-06,创业板指,1.0
RICH,MA200开+regime开,2013-05-07,创业板指,1.0
RICH,MA200开+regime开,2013-05-08,创业板指,1.0
RICH,MA200开+regime开,2013-05-09,创业板指,1.0
RICH,MA200开+regime开,2013-05-10,创业板指,1.0
RICH,MA200开+regime开,2013-05-13,创业板指,1.0
RICH,MA200开+regime开,2013-05-14,创业板指,1.0
RICH,MA200开+regime开,2013-05-15,创业板指,1.0
RICH,MA200开+regime开,2013-05-16,创业板指,1.0
RICH,MA200开+regime开,2013-05-17,创业板指,1.0
RICH,MA200开+regime开,2013-05-20,创业板指,1.0
RICH,MA200开+regime开,2013-05-21,创业板指,1.0
RICH,MA200开+regime开,2013-05-22,创业板指,1.0
RICH,MA200开+regime开,2013-05-23,创业板指,1.0
RICH,MA200开+regime开,2013-05-24,创业板指,1.0
RICH,MA200开+regime开,2013-05-27,创业板指,1.0
RICH,MA200开+regime开,2013-05-28,创业板指,1.0
RICH,MA200开+regime开,2013-05-29,创业板指,1.0
RICH,MA200开+regime开,2013-05-30,创业板指,1.0
RICH,MA200开+regime开,2013-05-31,创业板指,1.0
RICH,MA200开+regime开,2013-06-03,创业板指,1.0
RICH,MA200开+regime开,2013-06-04,创业板指,1.0
RICH,MA200开+regime开,2013-06-05,中证500,1.0
RICH,MA200开+regime开,2013-06-06,国债ETF,1.0
RICH,MA200开+regime开,2013-06-07,国债ETF,1.0
RICH,MA200开+regime开,2013-06-13,国债ETF,1.0
RICH,MA200开+regime开,2013-06-14,国债ETF,1.0
RICH,MA200开+regime开,2013-06-17,国债ETF,1.0
RICH,MA200开+regime开,2013-06-18,国债ETF,1.0
RICH,MA200开+regime开,2013-06-19,国债ETF,1.0
RICH,MA200开+regime开,2013-06-20,国债ETF,1.0
RICH,MA200开+regime开,2013-06-21,国债ETF,1.0
RICH,MA200开+regime开,2013-06-24,国债ETF,1.0
RICH,MA200开+regime开,2013-06-25,国债ETF,1.0
RICH,MA200开+regime开,2013-06-26,国债ETF,1.0
RICH,MA200开+regime开,2013-06-27,国债ETF,1.0
RICH,MA200开+regime开,2013-06-28,国债ETF,1.0
RICH,MA200开+regime开,2013-07-01,国债ETF,1.0
RICH,MA200开+regime开,2013-07-02,国债ETF,1.0
RICH,MA200开+regime开,2013-07-03,国债ETF,1.0
RICH,MA200开+regime开,2013-07-04,国债ETF,1.0
RICH,MA200开+regime开,2013-07-05,国债ETF,1.0
RICH,MA200开+regime开,2013-07-08,国债ETF,1.0
RICH,MA200开+regime开,2013-07-09,国债ETF,1.0
RICH,MA200开+regime开,2013-07-10,国债ETF,1.0
RICH,MA200开+regime开,2013-07-11,国债ETF,1.0
RICH,MA200开+regime开,2013-07-12,国债ETF,1.0
RICH,MA200开+regime开,2013-07-15,国债ETF,1.0
RICH,MA200开+regime开,2013-07-16,国债ETF,1.0
RICH,MA200开+regime开,2013-07-17,国债ETF,1.0
RICH,MA200开+regime开,2013-07-18,国债ETF,1.0
RICH,MA200开+regime开,2013-07-19,国债ETF,1.0
RICH,MA200开+regime开,2013-07-22,国债ETF,1.0
RICH,MA200开+regime开,2013-07-23,国债ETF,1.0
RICH,MA200开+regime开,2013-07-24,国债ETF,1.0
RICH,MA200开+regime开,2013-07-25,国债ETF,1.0
RICH,MA200开+regime开,2013-07-26,国债ETF,1.0
RICH,MA200开+regime开,2013-07-29,国债ETF,1.0
RICH,MA200开+regime开,2013-07-30,国债ETF,1.0
RICH,MA200开+regime开,2013-07-31,国债ETF,1.0
RICH,MA200开+regime开,2013-08-01,国债ETF,1.0
RICH,MA200开+regime开,2013-08-02,国债ETF,1.0
RICH,MA200开+regime开,2013-08-05,国债ETF,1.0
RICH,MA200开+regime开,2013-08-06,国债ETF,1.0
RICH,MA200开+regime开,2013-08-07,国债ETF,1.0
RICH,MA200开+regime开,2013-08-08,国债ETF,1.0
RICH,MA200开+regime开,2013-08-09,国债ETF,1.0
RICH,MA200开+regime开,2013-08-12,国债ETF,1.0
RICH,MA200开+regime开,2013-08-13,国债ETF,1.0
RICH,MA200开+regime开,2013-08-14,国债ETF,1.0
RICH,MA200开+regime开,2013-08-15,国债ETF,1.0
RICH,MA200开+regime开,2013-08-16,国债ETF,1.0
RICH,MA200开+regime开,2013-08-19,国债ETF,1.0
RICH,MA200开+regime开,2013-08-20,国债ETF,1.0
RICH,MA200开+regime开,2013-08-21,国债ETF,1.0
RICH,MA200开+regime开,2013-08-22,国债ETF,1.0
RICH,MA200开+regime开,2013-08-23,国债ETF,1.0
RICH,MA200开+regime开,2013-08-26,国债ETF,1.0
RICH,MA200开+regime开,2013-08-27,国债ETF,1.0
RICH,MA200开+regime开,2013-08-28,国债ETF,1.0
RICH,MA200开+regime开,2013-08-29,国债ETF,1.0
RICH,MA200开+regime开,2013-08-30,国债ETF,1.0
RICH,MA200开+regime开,2013-09-02,国债ETF,1.0
RICH,MA200开+regime开,2013-09-03,国债ETF,1.0
RICH,MA200开+regime开,2013-09-04,国债ETF,1.0
RICH,MA200开+regime开,2013-09-05,国债ETF,1.0
RICH,MA200开+regime开,2013-09-06,国债ETF,1.0
RICH,MA200开+regime开,2013-09-09,创业板指,1.0
RICH,MA200开+regime开,2013-09-10,红利ETF,1.0
RICH,MA200开+regime开,2013-09-11,红利ETF,1.0
RICH,MA200开+regime开,2013-09-12,红利ETF,1.0
RICH,MA200开+regime开,2013-09-13,创业板指,1.0
RICH,MA200开+regime开,2013-09-16,创业板指,1.0
RICH,MA200开+regime开,2013-09-17,创业板指,1.0
RICH,MA200开+regime开,2013-09-18,创业板指,1.0
RICH,MA200开+regime开,2013-09-19,创业板指,1.0
RICH,MA200开+regime开,2013-09-23,红利ETF,1.0
RICH,MA200开+regime开,2013-09-24,创业板指,1.0
RICH,MA200开+regime开,2013-09-25,创业板指,1.0
RICH,MA200开+regime开,2013-09-26,国债ETF,1.0
RICH,MA200开+regime开,2013-09-27,创业板指,1.0
RICH,MA200开+regime开,2013-09-30,创业板指,1.0
RICH,MA200开+regime开,2013-10-01,创业板指,1.0
RICH,MA200开+regime开,2013-10-08,创业板指,1.0
RICH,MA200开+regime开,2013-10-09,创业板指,1.0
RICH,MA200开+regime开,2013-10-10,创业板指,1.0
RICH,MA200开+regime开,2013-10-11,消费ETF,1.0
RICH,MA200开+regime开,2013-10-14,消费ETF,1.0
RICH,MA200开+regime开,2013-10-15,消费ETF,1.0
RICH,MA200开+regime开,2013-10-16,创业板指,1.0
RICH,MA200开+regime开,2013-10-17,创业板指,1.0
RICH,MA200开+regime开,2013-10-18,创业板指,1.0
RICH,MA200开+regime开,2013-10-21,消费ETF,1.0
RICH,MA200开+regime开,2013-10-22,消费ETF,1.0
RICH,MA200开+regime开,2013-10-23,消费ETF,1.0
RICH,MA200开+regime开,2013-10-24,消费ETF,1.0
RICH,MA200开+regime开,2013-10-25,国债ETF,1.0
RICH,MA200开+regime开,2013-10-28,国债ETF,1.0
RICH,MA200开+regime开,2013-10-29,国债ETF,1.0
RICH,MA200开+regime开,2013-10-30,货币ETF,1.0
RICH,MA200开+regime开,2013-10-31,国债ETF,1.0
RICH,MA200开+regime开,2013-11-01,货币ETF,1.0
RICH,MA200开+regime开,2013-11-04,货币ETF,1.0
RICH,MA200开+regime开,2013-11-05,货币ETF,1.0
RICH,MA200开+regime开,2013-11-06,国债ETF,1.0
RICH,MA200开+regime开,2013-11-07,国债ETF,1.0
RICH,MA200开+regime开,2013-11-08,国债ETF,1.0
RICH,MA200开+regime开,2013-11-11,国债ETF,1.0
RICH,MA200开+regime开,2013-11-12,国债ETF,1.0
RICH,MA200开+regime开,2013-11-13,国债ETF,1.0
RICH,MA200开+regime开,2013-11-14,国债ETF,1.0
RICH,MA200开+regime开,2013-11-15,国债ETF,1.0
RICH,MA200开+regime开,2013-11-18,货币ETF,1.0
RICH,MA200开+regime开,2013-11-19,货币ETF,1.0
RICH,MA200开+regime开,2013-11-20,上证综指,1.0
RICH,MA200开+regime开,2013-11-21,上证综指,1.0
RICH,MA200开+regime开,2013-11-22,上证综指,1.0
RICH,MA200开+regime开,2013-11-25,创业板指,1.0
RICH,MA200开+regime开,2013-11-26,中证500,1.0
RICH,MA200开+regime开,2013-11-27,创业板指,1.0
RICH,MA200开+regime开,2013-11-28,创业板指,1.0
RICH,MA200开+regime开,2013-11-29,创业板指,1.0
RICH,MA200开+regime开,2013-12-02,上证综指,1.0
RICH,MA200开+regime开,2013-12-03,上证综指,1.0
RICH,MA200开+regime开,2013-12-04,上证综指,1.0
RICH,MA200开+regime开,2013-12-05,中证500,1.0
RICH,MA200开+regime开,2013-12-06,中证500,1.0
RICH,MA200开+regime开,2013-12-09,中证500,1.0
RICH,MA200开+regime开,2013-12-10,中证500,1.0
RICH,MA200开+regime开,2013-12-11,中证500,1.0
RICH,MA200开+regime开,2013-12-12,中证500,1.0
RICH,MA200开+regime开,2013-12-13,中证500,1.0
RICH,MA200开+regime开,2013-12-16,消费ETF,1.0
RICH,MA200开+regime开,2013-12-17,货币ETF,1.0
RICH,MA200开+regime开,2013-12-18,货币ETF,1.0
RICH,MA200开+regime开,2013-12-19,国债ETF,1.0
RICH,MA200开+regime开,2013-12-20,国债ETF,1.0
RICH,MA200开+regime开,2013-12-23,国债ETF,1.0
RICH,MA200开+regime开,2013-12-24,国债ETF,1.0
RICH,MA200开+regime开,2013-12-25,国债ETF,1.0
RICH,MA200开+regime开,2013-12-26,国债ETF,1.0
RICH,MA200开+regime开,2013-12-27,国债ETF,1.0
RICH,MA200开+regime开,2013-12-30,国债ETF,1.0
RICH,MA200开+regime开,2013-12-31,国债ETF,1.0
RICH,MA200开+regime开,2014-01-02,国债ETF,1.0
RICH,MA200开+regime开,2014-01-03,国债ETF,1.0
RICH,MA200开+regime开,2014-01-06,国债ETF,1.0
RICH,MA200开+regime开,2014-01-07,国债ETF,1.0
RICH,MA200开+regime开,2014-01-08,国债ETF,1.0
RICH,MA200开+regime开,2014-01-09,国债ETF,1.0
RICH,MA200开+regime开,2014-01-10,国债ETF,1.0
RICH,MA200开+regime开,2014-01-13,国债ETF,1.0
RICH,MA200开+regime开,2014-01-14,国债ETF,1.0
RICH,MA200开+regime开,2014-01-15,国债ETF,1.0
RICH,MA200开+regime开,2014-01-16,国债ETF,1.0
RICH,MA200开+regime开,2014-01-17,国债ETF,1.0
RICH,MA200开+regime开,2014-01-20,国债ETF,1.0
RICH,MA200开+regime开,2014-01-21,国债ETF,1.0
RICH,MA200开+regime开,2014-01-22,国债ETF,1.0
RICH,MA200开+regime开,2014-01-23,国债ETF,1.0
RICH,MA200开+regime开,2014-01-24,国债ETF,1.0
RICH,MA200开+regime开,2014-01-27,国债ETF,1.0
RICH,MA200开+regime开,2014-01-28,国债ETF,1.0
RICH,MA200开+regime开,2014-01-29,国债ETF,1.0
RICH,MA200开+regime开,2014-01-30,国债ETF,1.0
RICH,MA200开+regime开,2014-02-07,国债ETF,1.0
RICH,MA200开+regime开,2014-02-10,国债ETF,1.0
RICH,MA200开+regime开,2014-02-11,国债ETF,1.0
RICH,MA200开+regime开,2014-02-12,国债ETF,1.0
RICH,MA200开+regime开,2014-02-13,国债ETF,1.0
RICH,MA200开+regime开,2014-02-14,国债ETF,1.0
RICH,MA200开+regime开,2014-02-17,国债ETF,1.0
RICH,MA200开+regime开,2014-02-18,国债ETF,1.0
RICH,MA200开+regime开,2014-02-19,国债ETF,1.0
RICH,MA200开+regime开,2014-02-20,国债ETF,1.0
RICH,MA200开+regime开,2014-02-21,国债ETF,1.0
RICH,MA200开+regime开,2014-02-24,国债ETF,1.0
RICH,MA200开+regime开,2014-02-25,国债ETF,1.0
RICH,MA200开+regime开,2014-02-26,国债ETF,1.0
RICH,MA200开+regime开,2014-02-27,国债ETF,1.0
RICH,MA200开+regime开,2014-02-28,国债ETF,1.0
RICH,MA200开+regime开,2014-03-03,国债ETF,1.0
RICH,MA200开+regime开,2014-03-04,国债ETF,1.0
RICH,MA200开+regime开,2014-03-05,国债ETF,1.0
RICH,MA200开+regime开,2014-03-06,国债ETF,1.0
RICH,MA200开+regime开,2014-03-07,国债ETF,1.0
RICH,MA200开+regime开,2014-03-10,国债ETF,1.0
RICH,MA200开+regime开,2014-03-11,国债ETF,1.0
RICH,MA200开+regime开,2014-03-12,国债ETF,1.0
RICH,MA200开+regime开,2014-03-13,国债ETF,1.0
RICH,MA200开+regime开,2014-03-14,国债ETF,1.0
RICH,MA200开+regime开,2014-03-17,国债ETF,1.0
RICH,MA200开+regime开,2014-03-18,国债ETF,1.0
RICH,MA200开+regime开,2014-03-19,国债ETF,1.0
RICH,MA200开+regime开,2014-03-20,国债ETF,1.0
RICH,MA200开+regime开,2014-03-21,国债ETF,1.0
RICH,MA200开+regime开,2014-03-24,国债ETF,1.0
RICH,MA200开+regime开,2014-03-25,国债ETF,1.0
RICH,MA200开+regime开,2014-03-26,国债ETF,1.0
RICH,MA200开+regime开,2014-03-27,国债ETF,1.0
RICH,MA200开+regime开,2014-03-28,国债ETF,1.0
RICH,MA200开+regime开,2014-03-31,国债ETF,1.0
RICH,MA200开+regime开,2014-04-01,国债ETF,1.0
RICH,MA200开+regime开,2014-04-02,国债ETF,1.0
RICH,MA200开+regime开,2014-04-03,国债ETF,1.0
RICH,MA200开+regime开,2014-04-04,国债ETF,1.0
RICH,MA200开+regime开,2014-04-08,国债ETF,1.0
RICH,MA200开+regime开,2014-04-09,国债ETF,1.0
RICH,MA200开+regime开,2014-04-10,国债ETF,1.0
RICH,MA200开+regime开,2014-04-11,国债ETF,1.0
RICH,MA200开+regime开,2014-04-14,国债ETF,1.0
RICH,MA200开+regime开,2014-04-15,国债ETF,1.0
RICH,MA200开+regime开,2014-04-16,国债ETF,1.0
RICH,MA200开+regime开,2014-04-17,国债ETF,1.0
RICH,MA200开+regime开,2014-04-18,国债ETF,1.0
RICH,MA200开+regime开,2014-04-21,国债ETF,1.0
RICH,MA200开+regime开,2014-04-22,国债ETF,1.0
RICH,MA200开+regime开,2014-04-23,国债ETF,1.0
RICH,MA200开+regime开,2014-04-24,国债ETF,1.0
RICH,MA200开+regime开,2014-04-25,国债ETF,1.0
RICH,MA200开+regime开,2014-04-28,国债ETF,1.0
RICH,MA200开+regime开,2014-04-29,国债ETF,1.0
RICH,MA200开+regime开,2014-04-30,国债ETF,1.0
RICH,MA200开+regime开,2014-05-05,国债ETF,1.0
RICH,MA200开+regime开,2014-05-06,国债ETF,1.0
RICH,MA200开+regime开,2014-05-07,国债ETF,1.0
RICH,MA200开+regime开,2014-05-08,国债ETF,1.0
RICH,MA200开+regime开,2014-05-09,国债ETF,1.0
RICH,MA200开+regime开,2014-05-12,国债ETF,1.0
RICH,MA200开+regime开,2014-05-13,国债ETF,1.0
RICH,MA200开+regime开,2014-05-14,国债ETF,1.0
RICH,MA200开+regime开,2014-05-15,国债ETF,1.0
RICH,MA200开+regime开,2014-05-16,国债ETF,1.0
RICH,MA200开+regime开,2014-05-19,国债ETF,1.0
RICH,MA200开+regime开,2014-05-20,国债ETF,1.0
RICH,MA200开+regime开,2014-05-21,国债ETF,1.0
RICH,MA200开+regime开,2014-05-22,国债ETF,1.0
RICH,MA200开+regime开,2014-05-23,国债ETF,1.0
RICH,MA200开+regime开,2014-05-26,国债ETF,1.0
RICH,MA200开+regime开,2014-05-27,国债ETF,1.0
RICH,MA200开+regime开,2014-05-28,国债ETF,1.0
RICH,MA200开+regime开,2014-05-29,国债ETF,1.0
RICH,MA200开+regime开,2014-05-30,国债ETF,1.0
RICH,MA200开+regime开,2014-06-03,国债ETF,1.0
RICH,MA200开+regime开,2014-06-04,国债ETF,1.0
RICH,MA200开+regime开,2014-06-05,国债ETF,1.0
RICH,MA200开+regime开,2014-06-06,国债ETF,1.0
RICH,MA200开+regime开,2014-06-09,国债ETF,1.0
RICH,MA200开+regime开,2014-06-10,国债ETF,1.0
RICH,MA200开+regime开,2014-06-11,国债ETF,1.0
RICH,MA200开+regime开,2014-06-12,国债ETF,1.0
RICH,MA200开+regime开,2014-06-13,国债ETF,1.0
RICH,MA200开+regime开,2014-06-16,国债ETF,1.0
RICH,MA200开+regime开,2014-06-17,国债ETF,1.0
RICH,MA200开+regime开,2014-06-18,国债ETF,1.0
RICH,MA200开+regime开,2014-06-19,国债ETF,1.0
RICH,MA200开+regime开,2014-06-20,国债ETF,1.0
RICH,MA200开+regime开,2014-06-23,国债ETF,1.0
RICH,MA200开+regime开,2014-06-24,国债ETF,1.0
RICH,MA200开+regime开,2014-06-25,国债ETF,1.0
RICH,MA200开+regime开,2014-06-26,国债ETF,1.0
RICH,MA200开+regime开,2014-06-27,国债ETF,1.0
RICH,MA200开+regime开,2014-06-30,国债ETF,1.0
RICH,MA200开+regime开,2014-07-01,国债ETF,1.0
RICH,MA200开+regime开,2014-07-02,国债ETF,1.0
RICH,MA200开+regime开,2014-07-03,国债ETF,1.0
RICH,MA200开+regime开,2014-07-04,国债ETF,1.0
RICH,MA200开+regime开,2014-07-07,国债ETF,1.0
RICH,MA200开+regime开,2014-07-08,国债ETF,1.0
RICH,MA200开+regime开,2014-07-09,国债ETF,1.0
RICH,MA200开+regime开,2014-07-10,国债ETF,1.0
RICH,MA200开+regime开,2014-07-11,国债ETF,1.0
RICH,MA200开+regime开,2014-07-14,国债ETF,1.0
RICH,MA200开+regime开,2014-07-15,国债ETF,1.0
RICH,MA200开+regime开,2014-07-16,国债ETF,1.0
RICH,MA200开+regime开,2014-07-17,国债ETF,1.0
RICH,MA200开+regime开,2014-07-18,国债ETF,1.0
RICH,MA200开+regime开,2014-07-21,国债ETF,1.0
RICH,MA200开+regime开,2014-07-22,中证500,1.0
RICH,MA200开+regime开,2014-07-23,中证500,1.0
RICH,MA200开+regime开,2014-07-24,红利ETF,1.0
RICH,MA200开+regime开,2014-07-25,红利ETF,1.0
RICH,MA200开+regime开,2014-07-28,红利ETF,1.0
RICH,MA200开+regime开,2014-07-29,红利ETF,1.0
RICH,MA200开+regime开,2014-07-30,红利ETF,1.0
RICH,MA200开+regime开,2014-07-31,红利ETF,1.0
RICH,MA200开+regime开,2014-08-01,红利ETF,1.0
RICH,MA200开+regime开,2014-08-04,红利ETF,1.0
RICH,MA200开+regime开,2014-08-05,消费ETF,1.0
RICH,MA200开+regime开,2014-08-06,沪深300,1.0
RICH,MA200开+regime开,2014-08-07,消费ETF,1.0
RICH,MA200开+regime开,2014-08-08,消费ETF,1.0
RICH,MA200开+regime开,2014-08-11,红利ETF,1.0
RICH,MA200开+regime开,2014-08-12,消费ETF,1.0
RICH,MA200开+regime开,2014-08-13,红利ETF,1.0
RICH,MA200开+regime开,2014-08-14,红利ETF,1.0
RICH,MA200开+regime开,2014-08-15,消费ETF,1.0
RICH,MA200开+regime开,2014-08-18,中证500,1.0
RICH,MA200开+regime开,2014-08-19,中证500,1.0
RICH,MA200开+regime开,2014-08-20,中证500,1.0
RICH,MA200开+regime开,2014-08-21,创业板指,1.0
RICH,MA200开+regime开,2014-08-22,创业板指,1.0
RICH,MA200开+regime开,2014-08-25,创业板指,1.0
RICH,MA200开+regime开,2014-08-26,创业板指,1.0
RICH,MA200开+regime开,2014-08-27,创业板指,1.0
RICH,MA200开+regime开,2014-08-28,创业板指,1.0
RICH,MA200开+regime开,2014-08-29,创业板指,1.0
RICH,MA200开+regime开,2014-09-01,创业板指,1.0
RICH,MA200开+regime开,2014-09-02,创业板指,1.0
RICH,MA200开+regime开,2014-09-03,创业板指,1.0
RICH,MA200开+regime开,2014-09-04,创业板指,1.0
RICH,MA200开+regime开,2014-09-05,中证500,1.0
RICH,MA200开+regime开,2014-09-09,中证500,1.0
RICH,MA200开+regime开,2014-09-10,创业板指,1.0
RICH,MA200开+regime开,2014-09-11,创业板指,1.0
RICH,MA200开+regime开,2014-09-12,创业板指,1.0
RICH,MA200开+regime开,2014-09-15,创业板指,1.0
RICH,MA200开+regime开,2014-09-16,中证500,1.0
RICH,MA200开+regime开,2014-09-17,中证500,1.0
RICH,MA200开+regime开,2014-09-18,中证500,1.0
RICH,MA200开+regime开,2014-09-19,中证500,1.0
RICH,MA200开+regime开,2014-09-22,中证500,1.0
RICH,MA200开+regime开,2014-09-23,中证500,1.0
RICH,MA200开+regime开,2014-09-24,中证500,1.0
RICH,MA200开+regime开,2014-09-25,中证500,1.0
RICH,MA200开+regime开,2014-09-26,中证500,1.0
RICH,MA200开+regime开,2014-09-29,中证500,1.0
RICH,MA200开+regime开,2014-09-30,中证500,1.0
