universe,config,date,asset,weight
CORE20Y,regime开(MA关),2007-10-17,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-18,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-19,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-22,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-23,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-24,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-25,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-26,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-29,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-30,上证综指,1.0
CORE20Y,regime开(MA关),2007-10-31,上证综指,1.0
CORE20Y,regime开(MA关),2007-11-01,上证综指,1.0
CORE20Y,regime开(MA关),2007-11-02,上证综指,1.0
CORE20Y,regime开(MA关),2007-11-05,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-06,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-07,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-08,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-09,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-12,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-13,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-14,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-15,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-16,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-19,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-20,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-21,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-22,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-23,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-26,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-27,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-28,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-29,上证国债指,1.0
CORE20Y,regime开(MA关),2007-11-30,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-03,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-04,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-05,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-06,中证500,1.0
CORE20Y,regime开(MA关),2007-12-07,中证500,1.0
CORE20Y,regime开(MA关),2007-12-10,中证500,1.0
CORE20Y,regime开(MA关),2007-12-11,中证500,1.0
CORE20Y,regime开(MA关),2007-12-12,中证500,1.0
CORE20Y,regime开(MA关),2007-12-13,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-14,中证500,1.0
CORE20Y,regime开(MA关),2007-12-17,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-18,上证国债指,1.0
CORE20Y,regime开(MA关),2007-12-19,中证500,1.0
CORE20Y,regime开(MA关),2007-12-20,中证500,1.0
CORE20Y,regime开(MA关),2007-12-21,中证500,1.0
CORE20Y,regime开(MA关),2007-12-24,中证500,1.0
CORE20Y,regime开(MA关),2007-12-25,中证500,1.0
CORE20Y,regime开(MA关),2007-12-26,中证500,1.0
CORE20Y,regime开(MA关),2007-12-27,中证500,1.0
CORE20Y,regime开(MA关),2007-12-28,中证500,1.0
CORE20Y,regime开(MA关),2008-01-02,中证500,1.0
CORE20Y,regime开(MA关),2008-01-03,中证500,1.0
CORE20Y,regime开(MA关),2008-01-04,中证500,1.0
CORE20Y,regime开(MA关),2008-01-07,中证500,1.0
CORE20Y,regime开(MA关),2008-01-08,中证500,1.0
CORE20Y,regime开(MA关),2008-01-09,中证500,1.0
CORE20Y,regime开(MA关),2008-01-10,中证500,1.0
CORE20Y,regime开(MA关),2008-01-11,中证500,1.0
CORE20Y,regime开(MA关),2008-01-14,中证500,1.0
CORE20Y,regime开(MA关),2008-01-15,中证500,1.0
CORE20Y,regime开(MA关),2008-01-16,中证500,1.0
CORE20Y,regime开(MA关),2008-01-17,中证500,1.0
CORE20Y,regime开(MA关),2008-01-18,中证500,1.0
CORE20Y,regime开(MA关),2008-01-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-01-31,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-02-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-03-31,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-04-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-05-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-06-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-07-31,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-08-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-09-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-10-31,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-06,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-07,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-13,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-14,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-20,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-21,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-27,上证国债指,1.0
CORE20Y,regime开(MA关),2008-11-28,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-01,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-02,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-03,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-04,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-05,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-08,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-09,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-10,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-11,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-12,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-15,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-16,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-17,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-18,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-19,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-22,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-23,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-24,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-25,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-26,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-29,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-30,上证国债指,1.0
CORE20Y,regime开(MA关),2008-12-31,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-05,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-06,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-07,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-08,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-09,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-12,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-13,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-14,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-15,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-16,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-19,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-20,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-21,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-22,上证国债指,1.0
CORE20Y,regime开(MA关),2009-01-23,上证国债指,1.0
CORE20Y,regime开(MA关),2009-02-02,中证500,1.0
CORE20Y,regime开(MA关),2009-02-03,中证500,1.0
CORE20Y,regime开(MA关),2009-02-04,中证500,1.0
CORE20Y,regime开(MA关),2009-02-05,中证500,1.0
CORE20Y,regime开(MA关),2009-02-06,中证500,1.0
CORE20Y,regime开(MA关),2009-02-09,中证500,1.0
CORE20Y,regime开(MA关),2009-02-10,中证500,1.0
CORE20Y,regime开(MA关),2009-02-11,中证500,1.0
CORE20Y,regime开(MA关),2009-02-12,中证500,1.0
CORE20Y,regime开(MA关),2009-02-13,中证500,1.0
CORE20Y,regime开(MA关),2009-02-16,中证500,1.0
CORE20Y,regime开(MA关),2009-02-17,中证500,1.0
CORE20Y,regime开(MA关),2009-02-18,中证500,1.0
CORE20Y,regime开(MA关),2009-02-19,中证500,1.0
CORE20Y,regime开(MA关),2009-02-20,中证500,1.0
CORE20Y,regime开(MA关),2009-02-23,中证500,1.0
CORE20Y,regime开(MA关),2009-02-24,中证500,1.0
CORE20Y,regime开(MA关),2009-02-25,中证500,1.0
CORE20Y,regime开(MA关),2009-02-26,中证500,1.0
CORE20Y,regime开(MA关),2009-02-27,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-03-02,中证500,1.0
CORE20Y,regime开(MA关),2009-03-03,中证500,1.0
CORE20Y,regime开(MA关),2009-03-04,中证500,1.0
CORE20Y,regime开(MA关),2009-03-05,中证500,1.0
CORE20Y,regime开(MA关),2009-03-06,中证500,1.0
CORE20Y,regime开(MA关),2009-03-09,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-03-10,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-03-11,上证国债指,1.0
CORE20Y,regime开(MA关),2009-03-12,上证国债指,1.0
CORE20Y,regime开(MA关),2009-03-13,上证国债指,1.0
CORE20Y,regime开(MA关),2009-03-16,上证国债指,1.0
CORE20Y,regime开(MA关),2009-03-17,上证国债指,1.0
CORE20Y,regime开(MA关),2009-03-18,中证500,1.0
CORE20Y,regime开(MA关),2009-03-19,中证500,1.0
CORE20Y,regime开(MA关),2009-03-20,沪深300,1.0
CORE20Y,regime开(MA关),2009-03-23,沪深300,1.0
CORE20Y,regime开(MA关),2009-03-24,沪深300,1.0
CORE20Y,regime开(MA关),2009-03-25,沪深300,1.0
CORE20Y,regime开(MA关),2009-03-26,沪深300,1.0
CORE20Y,regime开(MA关),2009-03-27,中证500,1.0
CORE20Y,regime开(MA关),2009-03-30,中证500,1.0
CORE20Y,regime开(MA关),2009-03-31,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-01,中证500,1.0
CORE20Y,regime开(MA关),2009-04-02,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-03,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-07,中证500,1.0
CORE20Y,regime开(MA关),2009-04-08,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-09,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-10,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-13,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-14,沪深300,1.0
CORE20Y,regime开(MA关),2009-04-15,中证500,1.0
CORE20Y,regime开(MA关),2009-04-16,中证500,1.0
CORE20Y,regime开(MA关),2009-04-17,中证500,1.0
CORE20Y,regime开(MA关),2009-04-20,中证500,1.0
CORE20Y,regime开(MA关),2009-04-21,中证500,1.0
CORE20Y,regime开(MA关),2009-04-22,中证500,1.0
CORE20Y,regime开(MA关),2009-04-23,中证500,1.0
CORE20Y,regime开(MA关),2009-04-24,中证500,1.0
CORE20Y,regime开(MA关),2009-04-27,中证500,1.0
CORE20Y,regime开(MA关),2009-04-28,中证500,1.0
CORE20Y,regime开(MA关),2009-04-29,中证500,1.0
CORE20Y,regime开(MA关),2009-04-30,中证500,1.0
CORE20Y,regime开(MA关),2009-05-01,中证500,1.0
CORE20Y,regime开(MA关),2009-05-04,中证500,1.0
CORE20Y,regime开(MA关),2009-05-05,中证500,1.0
CORE20Y,regime开(MA关),2009-05-06,中证500,1.0
CORE20Y,regime开(MA关),2009-05-07,中证500,1.0
CORE20Y,regime开(MA关),2009-05-08,中证500,1.0
CORE20Y,regime开(MA关),2009-05-11,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-05-12,沪深300,1.0
CORE20Y,regime开(MA关),2009-05-13,上证综指,1.0
CORE20Y,regime开(MA关),2009-05-14,上证综指,1.0
CORE20Y,regime开(MA关),2009-05-15,上证综指,1.0
CORE20Y,regime开(MA关),2009-05-18,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-05-19,沪深300,1.0
CORE20Y,regime开(MA关),2009-05-20,沪深300,1.0
CORE20Y,regime开(MA关),2009-05-21,中证500,1.0
CORE20Y,regime开(MA关),2009-05-22,中证500,1.0
CORE20Y,regime开(MA关),2009-05-25,中证500,1.0
CORE20Y,regime开(MA关),2009-05-26,中证500,1.0
CORE20Y,regime开(MA关),2009-05-27,中证500,1.0
CORE20Y,regime开(MA关),2009-06-01,上证综指,1.0
CORE20Y,regime开(MA关),2009-06-02,上证综指,1.0
CORE20Y,regime开(MA关),2009-06-03,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-06-04,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-05,黄金期货AU0,1.0
CORE20Y,regime开(MA关),2009-06-08,上证综指,1.0
CORE20Y,regime开(MA关),2009-06-09,上证综指,1.0
CORE20Y,regime开(MA关),2009-06-10,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-11,上证综指,1.0
CORE20Y,regime开(MA关),2009-06-12,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-15,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-16,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-17,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-18,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-19,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-22,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-23,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-24,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-25,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-26,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-29,沪深300,1.0
CORE20Y,regime开(MA关),2009-06-30,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-01,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-02,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-03,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-06,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-07,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-08,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-09,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-10,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-13,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-14,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-15,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-16,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-17,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-20,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-21,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-22,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-23,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-24,沪深300,1.0
CORE20Y,regime开(MA关),2009-07-27,沪深300,1.0
